peptide_id,organism,recovery_status,censor_type,recovered_min_uM,recovered_max_uM
9487,Escherichia coli,recovered,censored,100.0,inf
9487,Staphylococcus aureus,recovered,censored,100.0,inf
9488,Klebsiella pneumoniae,recovered,censored,100.0,inf
9489,Acinetobacter baumannii,recovered,censored,100.0,inf
9489,Enterococcus faecalis,recovered,censored,100.0,inf
9489,Escherichia coli,recovered,censored,100.0,inf
9489,Klebsiella pneumoniae,recovered,censored,100.0,inf
9489,Listeria ivanovii,recovered,censored,100.0,inf
9489,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9494,Enterococcus faecalis,recovered,censored,100.0,inf
9496,Burkholderia pseudomallei,recovered,censored,39.0,inf
9496,Klebsiella aerogenes,recovered,censored,39.0,inf
9496,Yersinia pestis,recovered,censored,39.0,inf
9498,Burkholderia pseudomallei,recovered,censored,41.0,inf
9498,Yersinia pestis,recovered,censored,41.0,inf
9499,Burkholderia pseudomallei,recovered,censored,45.0,inf
9499,Yersinia pestis,recovered,censored,45.0,inf
9500,Burkholderia pseudomallei,recovered,censored,47.0,inf
9500,Yersinia pestis,recovered,censored,47.0,inf
9501,Acinetobacter baumannii,recovered,censored,48.0,inf
9501,Burkholderia pseudomallei,recovered,censored,49.0,inf
9501,Yersinia pestis,recovered,censored,49.0,inf
9505,Bacillus anthracis,recovered,censored,46.0,inf
9505,Burkholderia pseudomallei,recovered,censored,46.0,inf
9505,Enterococcus faecalis,recovered,censored,46.0,inf
9505,Klebsiella aerogenes,recovered,censored,46.0,inf
9505,Klebsiella pneumoniae,recovered,censored,46.0,inf
9505,Streptococcus pneumoniae,recovered,censored,46.0,inf
9505,Yersinia pestis,recovered,censored,46.0,inf
9506,Burkholderia pseudomallei,recovered,censored,43.0,inf
9506,Streptococcus pneumoniae,recovered,censored,43.0,inf
9506,Yersinia pestis,recovered,censored,43.0,inf
9507,Acinetobacter baumannii,recovered,censored,45.0,inf
9507,Burkholderia pseudomallei,recovered,censored,43.0,inf
9507,Enterococcus faecalis,recovered,censored,43.0,inf
9507,Klebsiella aerogenes,recovered,censored,43.0,inf
9507,Klebsiella pneumoniae,recovered,censored,43.0,inf
9507,Streptococcus pneumoniae,recovered,censored,43.0,inf
9507,Yersinia pestis,recovered,censored,43.0,inf
9509,Burkholderia pseudomallei,recovered,censored,42.0,inf
9509,Enterococcus faecalis,recovered,censored,42.0,inf
9509,Klebsiella aerogenes,recovered,censored,42.0,inf
9509,Klebsiella pneumoniae,recovered,censored,42.0,inf
9509,Streptococcus pneumoniae,recovered,censored,42.0,inf
9509,Yersinia pestis,recovered,censored,42.0,inf
9510,Acinetobacter baumannii,recovered,censored,45.0,inf
9510,Burkholderia pseudomallei,recovered,censored,45.0,inf
9510,Enterococcus faecalis,recovered,censored,45.0,inf
9510,Klebsiella aerogenes,recovered,censored,45.0,inf
9510,Streptococcus pneumoniae,recovered,censored,45.0,inf
9510,Yersinia pestis,recovered,censored,45.0,inf
9511,Burkholderia pseudomallei,recovered,censored,44.0,inf
9511,Yersinia pestis,recovered,censored,44.0,inf
9512,Escherichia coli,recovered,censored,100.0,inf
9512,Klebsiella pneumoniae,recovered,censored,100.0,inf
9512,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9513,Acinetobacter baumannii,recovered,censored,100.0,inf
9513,Escherichia coli,recovered,censored,100.0,inf
9513,Klebsiella pneumoniae,recovered,censored,100.0,inf
9513,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9515,Klebsiella pneumoniae,recovered,censored,100.0,inf
9518,Escherichia coli,recovered,censored,947.0,inf
9518,Pseudomonas aeruginosa,recovered,censored,947.0,inf
9518,Staphylococcus aureus,recovered,censored,947.0,inf
9518,Staphylococcus epidermidis,recovered,censored,947.0,inf
9519,Escherichia coli,recovered,censored,482.0,inf
9519,Pseudomonas aeruginosa,recovered,censored,482.0,inf
9519,Staphylococcus aureus,recovered,censored,482.0,inf
9519,Staphylococcus epidermidis,recovered,censored,482.0,inf
9526,Escherichia coli,recovered,ranged,0.00955,1.98
9526,Klebsiella pneumoniae,recovered,ranged,1.09,2.23
9526,Proteus vulgaris,recovered,ranged,0.637,2.36
9526,Salmonella enterica,recovered,ranged,0.637,2.36
9526,Serratia sp.,recovered,ranged,1.09,2.23
9526,Shigella sonnei,recovered,ranged,0.385,0.958
9526,Streptococcus agalactiae,recovered,ranged,0.143,1.86
9527,Enterococcus faecalis,recovered,ranged,0.606,1.26
9527,Escherichia coli,recovered,censored,0.0,1.87
9527,Micrococcus luteus,recovered,ranged,0.361,0.898
9527,Neisseria gonorrhoeae,recovered,ranged,1.41,3.56
9527,Proteus vulgaris,recovered,ranged,1.41,3.56
9527,Serratia sp.,recovered,ranged,0.361,0.898
9527,Staphylococcus epidermidis,recovered,ranged,1.41,3.56
9528,Escherichia coli,recovered,ranged,1.06,2.19
9528,Neisseria gonorrhoeae,recovered,ranged,2.95,7.44
9528,Proteus vulgaris,recovered,ranged,2.23,4.27
9528,Staphylococcus epidermidis,recovered,ranged,1.24,4.61
9528,Streptococcus agalactiae,recovered,ranged,2.44,2.75
9530,Micrococcus luteus,recovered,ranged,5.44,5.57
9535,Acinetobacter baumannii,recovered,censored,71.2,inf
9535,Klebsiella pneumoniae,recovered,censored,71.2,inf
9542,Streptococcus mutans,recovered,censored,250.0,inf
9542,Streptococcus sanguinis,recovered,censored,250.0,inf
9542,Streptococcus sobrinus,recovered,censored,250.0,inf
9543,Streptococcus mutans,recovered,censored,279.0,inf
9543,Streptococcus sanguinis,recovered,censored,279.0,inf
9543,Streptococcus sobrinus,recovered,censored,279.0,inf
9551,Streptococcus mutans,recovered,censored,315.0,inf
9551,Streptococcus sanguinis,recovered,censored,315.0,inf
9551,Streptococcus sobrinus,recovered,censored,315.0,inf
9552,Streptococcus mutans,recovered,censored,305.0,inf
9552,Streptococcus sanguinis,recovered,censored,305.0,inf
9552,Streptococcus sobrinus,recovered,censored,305.0,inf
9553,Streptococcus sanguinis,recovered,censored,141.0,inf
9553,Streptococcus sobrinus,recovered,censored,141.0,inf
9562,Aeromonas salmonicida,recovered,censored,78.6,inf
9563,Aeromonas salmonicida,recovered,censored,36.1,inf
9563,Shigella flexneri,recovered,ranged,1.13,2.26
9563,Streptococcus iniae,recovered,ranged,2.26,4.52
9564,Aeromonas salmonicida,recovered,censored,31.6,inf
9564,Enterococcus faecalis,recovered,censored,31.6,inf
9564,Escherichia coli,recovered,censored,31.6,inf
9564,Shigella flexneri,recovered,censored,31.6,inf
9564,Staphylococcus aureus,recovered,censored,31.6,inf
9564,Streptococcus iniae,recovered,censored,31.6,inf
9564,Vibrio anguillarum,recovered,censored,31.6,inf
9565,Aeromonas salmonicida,recovered,censored,32.1,inf
9565,Enterococcus faecalis,recovered,censored,32.1,inf
9565,Escherichia coli,recovered,censored,32.1,inf
9565,Shigella flexneri,recovered,censored,32.1,inf
9565,Staphylococcus aureus,recovered,censored,32.1,inf
9565,Streptococcus iniae,recovered,censored,32.1,inf
9569,Streptococcus sanguinis,recovered,censored,357.0,inf
9570,Enterococcus faecalis,recovered,ranged,2.53,5.17
9570,Staphylococcus aureus,recovered,ranged,1.72,4.36
9571,Acinetobacter baumannii,recovered,ranged,0.152,0.254
9571,Enterococcus faecalis,recovered,ranged,0.203,0.508
9572,Enterococcus faecalis,recovered,ranged,3.23,12.0
9572,Staphylococcus aureus,recovered,ranged,6.39,24.0
9573,Acinetobacter baumannii,recovered,ranged,0.464,2.2
9573,Enterococcus faecalis,recovered,ranged,0.869,2.26
9573,Staphylococcus aureus,recovered,ranged,0.464,4.52
9574,Enterococcus faecalis,recovered,ranged,0.219,1.1
9574,Staphylococcus aureus,recovered,ranged,0.165,2.03
9575,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9576,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9577,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9578,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9580,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9582,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9586,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9587,Pseudomonas aeruginosa,recovered,censored,100.0,inf
9590,Escherichia coli,recovered,censored,124.0,inf
9590,Pseudomonas aeruginosa,recovered,censored,124.0,inf
9590,Staphylococcus aureus,recovered,censored,124.0,inf
9590,Staphylococcus epidermidis,recovered,censored,124.0,inf
9601,Escherichia coli,recovered,censored,482.0,inf
9601,Pseudomonas aeruginosa,recovered,censored,482.0,inf
9601,Staphylococcus aureus,recovered,censored,482.0,inf
9601,Staphylococcus epidermidis,recovered,censored,482.0,inf
9602,Escherichia coli,recovered,censored,482.0,inf
9602,Pseudomonas aeruginosa,recovered,censored,482.0,inf
9602,Staphylococcus aureus,recovered,censored,482.0,inf
9602,Staphylococcus epidermidis,recovered,censored,482.0,inf
9603,Staphylococcus aureus,recovered,censored,482.0,inf
9623,Pseudomonas aeruginosa,recovered,censored,509.0,inf
9623,Staphylococcus aureus,recovered,censored,509.0,inf
9630,Acinetobacter baumannii,recovered,censored,128.0,inf
9630,Escherichia coli,recovered,censored,128.0,inf
9630,Klebsiella pneumoniae,recovered,censored,128.0,inf
9630,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9631,Acinetobacter baumannii,recovered,censored,128.0,inf
9631,Klebsiella pneumoniae,recovered,censored,128.0,inf
9632,Acinetobacter baumannii,recovered,censored,128.0,inf
9632,Klebsiella pneumoniae,recovered,censored,128.0,inf
9633,Acinetobacter baumannii,recovered,censored,128.0,inf
9633,Klebsiella pneumoniae,recovered,censored,128.0,inf
9634,Klebsiella pneumoniae,recovered,censored,128.0,inf
9634,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9634,Staphylococcus aureus,recovered,censored,128.0,inf
9635,Klebsiella pneumoniae,recovered,censored,128.0,inf
9635,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9635,Staphylococcus aureus,recovered,censored,128.0,inf
9639,Klebsiella pneumoniae,recovered,censored,64.0,inf
9639,Pseudomonas aeruginosa,recovered,censored,64.0,inf
9640,Acinetobacter baumannii,recovered,censored,128.0,inf
9648,Acinetobacter baumannii,recovered,censored,128.0,inf
9648,Escherichia coli,recovered,censored,128.0,inf
9648,Klebsiella pneumoniae,recovered,censored,128.0,inf
9648,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9649,Acinetobacter baumannii,recovered,censored,128.0,inf
9649,Escherichia coli,recovered,censored,128.0,inf
9649,Klebsiella pneumoniae,recovered,censored,128.0,inf
9650,Acinetobacter baumannii,recovered,censored,128.0,inf
9650,Escherichia coli,recovered,censored,128.0,inf
9650,Klebsiella pneumoniae,recovered,censored,128.0,inf
9650,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9651,Acinetobacter baumannii,recovered,censored,128.0,inf
9651,Escherichia coli,recovered,censored,128.0,inf
9651,Klebsiella pneumoniae,recovered,censored,128.0,inf
9651,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9652,Acinetobacter baumannii,recovered,censored,128.0,inf
9652,Escherichia coli,recovered,censored,128.0,inf
9652,Klebsiella pneumoniae,recovered,censored,128.0,inf
9652,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9653,Acinetobacter baumannii,recovered,censored,128.0,inf
9653,Klebsiella pneumoniae,recovered,censored,128.0,inf
9653,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9654,Acinetobacter baumannii,recovered,censored,128.0,inf
9654,Escherichia coli,recovered,censored,128.0,inf
9654,Klebsiella pneumoniae,recovered,censored,128.0,inf
9654,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9657,Klebsiella pneumoniae,recovered,censored,128.0,inf
9657,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9658,Klebsiella pneumoniae,recovered,censored,128.0,inf
9658,Pseudomonas aeruginosa,recovered,censored,128.0,inf
9673,Staphylococcus aureus,recovered,censored,19.0,inf
9673,Staphylococcus warneri,recovered,censored,19.0,inf
9674,Klebsiella pneumoniae,recovered,censored,19.0,inf
9674,Pseudomonas aeruginosa,recovered,censored,19.0,inf
9674,Pseudomonas fluorescens,recovered,censored,19.0,inf
9674,Staphylococcus aureus,recovered,censored,19.0,inf
9674,Staphylococcus warneri,recovered,censored,19.0,inf
9675,Klebsiella pneumoniae,recovered,censored,16.7,inf
9675,Listeria monocytogenes,recovered,censored,16.7,inf
9675,Nocardia asteroides,recovered,censored,16.7,inf
9675,Pasteurella multocida,recovered,censored,16.7,inf
9675,Streptococcus anginosus,recovered,censored,16.7,inf
9675,Streptococcus dysgalactiae,recovered,censored,16.7,inf
9675,Streptococcus equi,recovered,censored,16.7,inf
9675,Streptococcus lutetiensis,recovered,censored,16.7,inf
9675,Streptococcus mutans,recovered,censored,16.7,inf
9675,Streptococcus oralis,recovered,censored,16.7,inf
9675,Streptococcus pneumoniae,recovered,censored,16.7,inf
9675,Streptococcus pyogenes,recovered,censored,16.7,inf
9675,Streptococcus salivarius,recovered,censored,16.7,inf
9676,Klebsiella pneumoniae,recovered,censored,27.8,inf
9676,Listeria monocytogenes,recovered,censored,27.8,inf
9676,Nocardia asteroides,recovered,censored,27.8,inf
9676,Pasteurella multocida,recovered,censored,27.8,inf
9676,Streptococcus dysgalactiae,recovered,censored,27.8,inf
9676,Streptococcus lutetiensis,recovered,censored,27.8,inf
9676,Streptococcus mutans,recovered,censored,27.8,inf
9676,Streptococcus salivarius,recovered,censored,27.8,inf
9677,Klebsiella pneumoniae,recovered,censored,16.9,inf
9677,Listeria monocytogenes,recovered,censored,16.9,inf
9677,Nocardia asteroides,recovered,censored,16.9,inf
9677,Pasteurella multocida,recovered,censored,16.9,inf
9677,Streptococcus dysgalactiae,recovered,censored,16.9,inf
9677,Streptococcus equi,recovered,censored,16.9,inf
9677,Streptococcus lutetiensis,recovered,censored,16.9,inf
9677,Streptococcus mutans,recovered,censored,16.9,inf
9677,Streptococcus salivarius,recovered,censored,16.9,inf
9681,Staphylococcus aureus,recovered,censored,53.5,inf
9682,Staphylococcus aureus,recovered,censored,53.5,inf
9683,Staphylococcus aureus,recovered,censored,53.5,inf
9684,Escherichia coli,recovered,censored,59.2,inf
9684,Pseudomonas aeruginosa,recovered,censored,59.2,inf
9684,Staphylococcus aureus,recovered,censored,59.2,inf
9684,Staphylococcus epidermidis,recovered,censored,59.2,inf
9696,Escherichia coli,recovered,censored,93.3,inf
9696,Pseudomonas aeruginosa,recovered,censored,93.3,inf
9696,Staphylococcus aureus,recovered,censored,93.3,inf
9696,Staphylococcus epidermidis,recovered,censored,93.3,inf
9698,Fusobacterium nucleatum,recovered,ranged,12.6,13.6
9698,Streptococcus mutans,recovered,censored,200.0,inf
9699,Fusobacterium nucleatum,recovered,ranged,5.8,6.8
9699,Streptococcus mutans,recovered,censored,200.0,inf
9700,Fusobacterium nucleatum,recovered,ranged,8.7,28.1
9700,Streptococcus mutans,recovered,censored,200.0,inf
9701,Fusobacterium nucleatum,recovered,ranged,2.2,2.8
9701,Streptococcus mutans,recovered,ranged,35.0,48.6
9702,Escherichia coli,recovered,ranged,0.4,0.6
9702,Listeria monocytogenes,recovered,ranged,0.1,0.3
9702,Pseudomonas aeruginosa,recovered,ranged,0.1,0.3
9702,Salmonella enterica,recovered,ranged,0.5,2.3
9702,Streptococcus salivarius,recovered,ranged,0.5,1.5
9712,Aeromonas hydrophila,recovered,censored,96.0,inf
9712,Bacillus subtilis,recovered,ranged,0.75,1.5
9712,Escherichia coli,recovered,ranged,3.0,6.0
9712,Pseudomonas fluorescens,recovered,ranged,1.5,3.0
9712,Staphylococcus aureus,recovered,ranged,6.0,12.0
9713,Escherichia coli,recovered,ranged,5.4,8.64
9713,Staphylococcus aureus,recovered,ranged,5.4,8.64
9715,Staphylococcus aureus,recovered,ranged,36.0,64.8
9716,Escherichia coli,recovered,censored,160.0,inf
9716,Staphylococcus aureus,recovered,censored,160.0,inf
9717,Escherichia coli,recovered,censored,166.0,inf
9717,Staphylococcus aureus,recovered,censored,166.0,inf
9720,Escherichia coli,recovered,censored,163.0,inf
9720,Staphylococcus aureus,recovered,censored,163.0,inf
9721,Escherichia coli,recovered,censored,171.0,inf
9721,Staphylococcus aureus,recovered,censored,171.0,inf
9724,Escherichia coli,recovered,censored,162.0,inf
9724,Staphylococcus aureus,recovered,censored,162.0,inf
9725,Escherichia coli,recovered,censored,171.0,inf
9725,Staphylococcus aureus,recovered,censored,171.0,inf
9729,Escherichia coli,recovered,ranged,5.32,12.0
9729,Staphylococcus aureus,recovered,ranged,7.98,19.9
9730,Escherichia coli,recovered,ranged,17.0,41.4
9733,Staphylococcus aureus,recovered,censored,27.6,inf
9745,Actinomyces naeslundii,recovered,ranged,20.0,39.9
9745,Enterococcus faecalis,recovered,ranged,6.39,7.99
9745,Fusobacterium nucleatum,recovered,ranged,20.0,39.9
9745,Porphyromonas gingivalis,recovered,ranged,20.0,39.9
9745,Streptococcus mutans,recovered,ranged,9.59,20.0
9746,Actinomyces naeslundii,recovered,ranged,9.77,19.5
9746,Enterococcus faecalis,recovered,ranged,9.38,19.5
9746,Fusobacterium nucleatum,recovered,ranged,6.25,7.81
9746,Porphyromonas gingivalis,recovered,ranged,9.38,19.5
9746,Streptococcus mutans,recovered,ranged,19.5,39.1
9755,Escherichia coli,recovered,ranged,3.0,6.0
9756,Aeromonas hydrophila,recovered,ranged,10.6,21.2
9756,Micrococcus luteus,recovered,ranged,5.3,13.0
9756,Pseudomonas aeruginosa,recovered,censored,21.2,inf
9756,Vibrio anguillarum,recovered,censored,21.2,inf
9757,Aeromonas hydrophila,recovered,ranged,13.0,26.0
9757,Micrococcus luteus,recovered,ranged,1.3,2.6
9757,Pseudomonas aeruginosa,recovered,ranged,13.0,26.0
9757,Vibrio anguillarum,recovered,ranged,13.0,26.0
9761,Proteus mirabilis,recovered,censored,160.0,inf
9762,Arthrobacter globiformis,recovered,censored,20.0,inf
9762,Bacillus subtilis,recovered,censored,20.0,inf
9762,Escherichia coli,recovered,censored,20.0,inf
9762,Pseudomonas aeruginosa,recovered,censored,20.0,inf
9763,Escherichia coli,recovered,censored,50.0,inf
9763,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9764,Escherichia coli,recovered,ranged,4.21,5.44
9769,Bacillus subtilis,recovered,censored,256.0,inf
9769,Cronobacter sakazakii,recovered,censored,256.0,inf
9769,Klebsiella pneumoniae,recovered,censored,256.0,inf
9769,Pseudomonas aeruginosa,recovered,censored,256.0,inf
9769,Staphylococcus aureus,recovered,censored,256.0,inf
9775,Staphylococcus aureus,recovered,censored,36.5,inf
9798,Escherichia coli,recovered,censored,247.0,inf
9801,Escherichia coli,recovered,censored,249.0,inf
9801,Staphylococcus aureus,recovered,censored,249.0,inf
9817,Escherichia coli,recovered,censored,100.0,inf
9817,Staphylococcus aureus,recovered,ranged,3.1,6.2
9817,Staphylococcus epidermidis,recovered,censored,50.0,inf
9818,Escherichia coli,recovered,ranged,12.5,25.0
9820,Escherichia coli,recovered,ranged,12.5,25.0
9821,Bacillus subtilis,recovered,ranged,3.1,6.2
9821,Staphylococcus epidermidis,recovered,ranged,6.2,12.5
9823,Proteus vulgaris,recovered,censored,1060.0,inf
9825,Klebsiella pneumoniae,recovered,ranged,6.2,12.5
9825,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9826,Escherichia coli,recovered,censored,50.0,inf
9826,Klebsiella pneumoniae,recovered,censored,50.0,inf
9826,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9827,Escherichia coli,recovered,censored,50.0,inf
9827,Klebsiella pneumoniae,recovered,censored,50.0,inf
9827,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9828,Escherichia coli,recovered,censored,50.0,inf
9828,Klebsiella pneumoniae,recovered,censored,50.0,inf
9828,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9829,Escherichia coli,recovered,censored,50.0,inf
9829,Klebsiella pneumoniae,recovered,censored,50.0,inf
9829,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9830,Escherichia coli,recovered,censored,50.0,inf
9830,Klebsiella pneumoniae,recovered,censored,50.0,inf
9830,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9831,Klebsiella pneumoniae,recovered,censored,50.0,inf
9832,Escherichia coli,recovered,censored,50.0,inf
9832,Klebsiella pneumoniae,recovered,censored,50.0,inf
9832,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9832,Staphylococcus aureus,recovered,censored,50.0,inf
9833,Escherichia coli,recovered,censored,50.0,inf
9833,Klebsiella pneumoniae,recovered,censored,50.0,inf
9833,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9833,Staphylococcus aureus,recovered,censored,50.0,inf
9834,Escherichia coli,recovered,censored,50.0,inf
9834,Klebsiella pneumoniae,recovered,censored,50.0,inf
9834,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9834,Staphylococcus aureus,recovered,censored,50.0,inf
9835,Escherichia coli,recovered,censored,50.0,inf
9835,Klebsiella pneumoniae,recovered,censored,50.0,inf
9835,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9835,Staphylococcus aureus,recovered,censored,50.0,inf
9836,Escherichia coli,recovered,censored,50.0,inf
9836,Klebsiella pneumoniae,recovered,censored,50.0,inf
9836,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9836,Staphylococcus aureus,recovered,censored,50.0,inf
9837,Escherichia coli,recovered,censored,50.0,inf
9837,Klebsiella pneumoniae,recovered,censored,50.0,inf
9837,Pseudomonas aeruginosa,recovered,censored,50.0,inf
9837,Staphylococcus aureus,recovered,censored,50.0,inf
9838,Proteus vulgaris,recovered,censored,4390.0,inf
9839,Enterococcus faecalis,recovered,censored,4680.0,inf
9839,Klebsiella pneumoniae,recovered,censored,4680.0,inf
9839,Proteus vulgaris,recovered,censored,4680.0,inf
9840,Enterococcus faecalis,recovered,censored,2500.0,inf
9840,Klebsiella pneumoniae,recovered,censored,2500.0,inf
9840,Proteus vulgaris,recovered,censored,5010.0,inf
9840,Staphylococcus epidermidis,recovered,censored,2500.0,inf
9841,Bacillus subtilis,recovered,censored,200.0,inf
9841,Escherichia coli,recovered,censored,200.0,inf
9841,Pseudomonas aeruginosa,recovered,censored,200.0,inf
9841,Staphylococcus aureus,recovered,censored,200.0,inf
9842,Acinetobacter baumannii,recovered,ranged,5.0,9.0
9842,Bacillus subtilis,recovered,ranged,0.6,1.1
9842,Escherichia coli,recovered,ranged,2.0,5.0
9842,Pseudomonas aeruginosa,recovered,ranged,18.0,37.0
9843,Acinetobacter baumannii,recovered,ranged,18.0,36.0
9843,Bacillus subtilis,recovered,ranged,1.1,2.3
9843,Escherichia coli,recovered,ranged,4.6,9.1
9843,Pseudomonas aeruginosa,recovered,ranged,9.1,18.0
9844,Acinetobacter baumannii,recovered,ranged,18.0,36.0
9844,Escherichia coli,recovered,ranged,9.1,18.0
9845,Acinetobacter baumannii,recovered,ranged,9.1,18.0
9845,Pseudomonas aeruginosa,recovered,ranged,18.0,36.0
9846,Acinetobacter baumannii,recovered,ranged,9.1,18.0
9847,Acinetobacter baumannii,recovered,censored,60.9,inf
9847,Bacillus cereus,recovered,censored,60.9,inf
9847,Proteus vulgaris,recovered,censored,60.9,inf
9847,Serratia marcescens,recovered,censored,60.9,inf
9848,Acinetobacter baumannii,recovered,censored,56.5,inf
9848,Bacillus cereus,recovered,censored,56.5,inf
9848,Bacillus subtilis,recovered,censored,56.5,inf
9848,Enterococcus faecalis,recovered,censored,56.5,inf
9848,Enterococcus faecium,recovered,censored,56.5,inf
9848,Klebsiella oxytoca,recovered,censored,56.5,inf
9848,Klebsiella pneumoniae,recovered,censored,56.5,inf
9848,Nocardia asteroides,recovered,censored,56.5,inf
9848,Proteus vulgaris,recovered,censored,56.5,inf
9848,Salmonella enterica,recovered,censored,56.5,inf
9848,Serratia marcescens,recovered,censored,56.5,inf
9848,Shigella dysenteriae,recovered,censored,56.5,inf
9848,Staphylococcus epidermidis,recovered,censored,56.5,inf
9864,Micrococcus luteus,recovered,ranged,59.3,119.0
9864,Pseudomonas aeruginosa,recovered,ranged,59.3,119.0
9864,Serratia marcescens,recovered,ranged,59.3,119.0
9867,Acinetobacter baumannii,recovered,censored,23.5,inf
9867,Bacillus subtilis,recovered,ranged,2.5,5.0
9867,Escherichia coli,recovered,censored,200.0,inf
9867,Staphylococcus aureus,recovered,ranged,5.0,10.0
9871,Bacillus cereus,recovered,censored,71.2,inf
9871,Bacillus pumilus,recovered,censored,71.2,inf
9871,Micrococcus luteus,recovered,censored,71.2,inf
9871,Pseudomonas fluorescens,recovered,censored,71.2,inf
9871,Salmonella typhimurium,recovered,censored,71.2,inf
9871,Shigella flexneri,recovered,censored,71.2,inf
9871,Vibrio parahaemolyticus,recovered,censored,71.2,inf
9872,Bacillus cereus,recovered,censored,70.1,inf
9872,Bacillus pumilus,recovered,censored,70.1,inf
9872,Micrococcus luteus,recovered,censored,70.1,inf
9872,Pseudomonas fluorescens,recovered,censored,70.1,inf
9872,Salmonella typhimurium,recovered,censored,70.1,inf
9872,Shigella flexneri,recovered,censored,70.1,inf
9872,Vibrio parahaemolyticus,recovered,censored,70.1,inf
9873,Bacillus cereus,recovered,censored,67.0,inf
9873,Bacillus pumilus,recovered,censored,67.0,inf
9873,Micrococcus luteus,recovered,censored,67.0,inf
9873,Pseudomonas fluorescens,recovered,censored,67.0,inf
9873,Salmonella typhimurium,recovered,censored,67.0,inf
9873,Shigella flexneri,recovered,censored,67.0,inf
9873,Vibrio parahaemolyticus,recovered,censored,67.0,inf
9874,Bacillus cereus,recovered,censored,63.5,inf
9874,Bacillus pumilus,recovered,censored,63.5,inf
9874,Micrococcus luteus,recovered,censored,63.5,inf
9874,Pseudomonas fluorescens,recovered,censored,63.5,inf
9874,Salmonella typhimurium,recovered,censored,63.5,inf
9874,Vibrio parahaemolyticus,recovered,censored,63.5,inf
9875,Bacillus pumilus,recovered,censored,58.6,inf
9875,Salmonella typhimurium,recovered,censored,58.6,inf
9878,Salmonella typhimurium,recovered,censored,53.2,inf
9885,Salmonella enterica,recovered,censored,128.0,inf
9885,Staphylococcus epidermidis,recovered,censored,128.0,inf
9886,Klebsiella pneumoniae,recovered,censored,128.0,inf
9892,Bacillus subtilis,recovered,censored,128.0,inf
9892,Salmonella enterica,recovered,censored,128.0,inf
9898,Acinetobacter baumannii,recovered,ranged,9.1,18.0
9898,Escherichia coli,recovered,ranged,9.1,18.0
9898,Pseudomonas aeruginosa,recovered,ranged,18.0,36.0
9899,Acinetobacter baumannii,recovered,ranged,9.1,18.0
9899,Escherichia coli,recovered,ranged,9.1,18.0
9899,Pseudomonas aeruginosa,recovered,ranged,18.0,36.0
9900,Acinetobacter baumannii,recovered,ranged,9.1,18.0
9900,Bacillus subtilis,recovered,ranged,0.6,1.1
9900,Escherichia coli,recovered,ranged,4.6,9.1
9901,Acinetobacter baumannii,recovered,ranged,18.0,36.0
9901,Bacillus subtilis,recovered,ranged,0.6,1.1
9904,Bacillus subtilis,recovered,censored,128.0,inf
9904,Enterococcus faecalis,recovered,censored,128.0,inf
9904,Staphylococcus aureus,recovered,censored,128.0,inf
9905,Bacillus subtilis,recovered,censored,128.0,inf
9905,Enterococcus faecalis,recovered,censored,128.0,inf
9905,Staphylococcus aureus,recovered,censored,128.0,inf
9906,Bacillus subtilis,recovered,censored,128.0,inf
9906,Enterococcus faecalis,recovered,censored,128.0,inf
9906,Staphylococcus aureus,recovered,censored,128.0,inf
9912,Acinetobacter baumannii,recovered,ranged,18.0,36.0
9912,Escherichia coli,recovered,ranged,18.0,36.0
9912,Pseudomonas aeruginosa,recovered,ranged,36.0,73.0
9914,Bacillus subtilis,recovered,ranged,1.1,2.3
